nav_key,fund_key,date_key,nav
145,1,20230526,66.907
146,1,20230527,66.907
147,1,20230528,66.907
148,1,20230529,65.944
149,1,20230530,66.078
150,1,20230531,65.682
151,1,20230601,65.065
152,1,20230602,65.101
153,1,20230603,65.101
154,1,20230604,65.101
155,1,20230605,65.6
156,1,20230606,65.378
157,1,20230607,64.847
158,1,20230608,64.469
159,1,20230609,64.83
160,1,20230610,64.83
161,1,20230611,64.83
162,1,20230612,64.855
163,1,20230613,65.634
164,1,20230614,64.535
165,1,20230615,63.817
166,1,20230616,64.589
167,1,20230617,64.589
168,1,20230618,64.589
169,1,20230619,63.844
170,1,20230620,65.201
171,1,20230621,66.608
172,1,20230622,68.032
173,1,20230623,67.167
174,1,20230624,67.167
175,1,20230625,67.167
176,1,20230626,67.278
177,1,20230627,66.814
178,1,20230628,67.773
179,1,20230629,69.542
180,1,20230630,70.488
181,1,20230701,70.488
182,1,20230702,70.488
183,1,20230703,70.533
184,1,20230704,70.182
185,1,20230705,70.9
186,1,20230706,69.635
187,1,20230707,70.23
188,1,20230708,70.23
189,1,20230709,70.23
190,1,20230710,69.302
191,1,20230711,69.982
192,1,20230712,69.848
193,1,20230713,69.476
194,1,20230714,68.588
195,1,20230715,68.588
196,1,20230716,68.588
197,1,20230717,68.255
198,1,20230718,68.858
199,1,20230719,69.971
200,1,20230720,70.559
201,1,20230721,72.038
202,1,20230722,72.038
203,1,20230723,72.038
204,1,20230724,74.818
205,1,20230725,74.491
206,1,20230726,74.298
207,1,20230727,72.73
208,1,20230728,74.065
209,1,20230729,74.065
210,1,20230730,74.065
211,1,20230731,75.546
212,1,20230801,74.601
213,1,20230802,75.329
214,1,20230803,76.742
215,1,20230804,77.041
216,1,20230805,77.041
217,1,20230806,77.041
218,1,20230807,78.059
219,1,20230808,78.303
220,1,20230809,76.913
221,1,20230810,78.162
222,1,20230811,79.755
223,1,20230812,79.755
224,1,20230813,79.755
225,1,20230814,80.674
226,1,20230815,79.559
227,1,20230816,78.702
228,1,20230817,77.407
229,1,20230818,78.34
230,1,20230819,78.34
231,1,20230820,78.34
232,1,20230821,79.87
233,1,20230822,80.418
234,1,20230823,81.593
235,1,20230824,80.572
236,1,20230825,80.789
237,1,20230826,80.789
238,1,20230827,80.789
239,1,20230828,79.169
240,1,20230829,78.292
241,1,20230830,79.363
242,1,20230831,79.117
243,1,20230901,80.592
244,1,20230902,80.592
245,1,20230903,80.592
246,1,20230904,81.283
247,1,20230905,84.658
248,1,20230906,84.819
249,1,20230907,83.072
250,1,20230908,83.071
251,1,20230909,83.071
252,1,20230910,83.071
253,1,20230911,81.913
254,1,20230912,83.155
255,1,20230913,83.249
256,1,20230914,83.119
257,1,20230915,83.006
258,1,20230916,83.006
259,1,20230917,83.006
260,1,20230918,83.969
261,1,20230919,83.441
262,1,20230920,84.455
263,1,20230921,85.822
264,1,20230922,85.424
265,1,20230923,85.424
266,1,20230924,85.424
267,1,20230925,84.28
268,1,20230926,83.674
269,1,20230927,84.607
270,1,20230928,84.767
271,1,20230929,85.611
272,1,20230930,85.611
273,1,20231001,85.611
274,1,20231002,87.918
275,1,20231003,88.267
276,1,20231004,87.24
277,1,20231005,88.667
278,1,20231006,88.78
279,1,20231007,88.78
280,1,20231008,88.78
281,1,20231009,89.986
282,1,20231010,91.47
283,1,20231011,90.2
284,1,20231012,92.115
285,1,20231013,93.412
286,1,20231014,93.412
287,1,20231015,93.412
288,1,20231016,92.613
289,1,20231017,93.082
290,1,20231018,93.488
291,1,20231019,93.568
292,1,20231020,94.839
293,1,20231021,94.839
294,1,20231022,94.839
295,1,20231023,96.931
296,1,20231024,96.99
297,1,20231025,98.975
298,1,20231026,100.492
299,1,20231027,100.892
300,1,20231028,100.892
301,1,20231029,100.892
302,1,20231030,101.209
303,1,20231031,99.51
304,1,20231101,97.32
305,1,20231102,97.61
306,1,20231103,96.406
307,1,20231104,96.406
308,1,20231105,96.406
309,1,20231106,96.397
310,1,20231107,95.672
311,1,20231108,93.153
312,1,20231109,93.699
313,1,20231110,93.163
314,1,20231111,93.163
315,1,20231112,93.163
316,1,20231113,93.322
317,1,20231114,92.118
318,1,20231115,91.701
319,1,20231116,93.893
320,1,20231117,94.121
321,1,20231118,94.121
322,1,20231119,94.121
323,1,20231120,94.944
324,1,20231121,93.182
325,1,20231122,96.568
326,1,20231123,99.287
327,1,20231124,101.367
328,1,20231125,101.367
329,1,20231126,101.367
330,1,20231127,102.678
331,1,20231128,102.753
332,1,20231129,103.486
333,1,20231130,105.165
334,1,20231201,104.226
335,1,20231202,104.226
336,1,20231203,104.226
337,1,20231204,103.583
338,1,20231205,101.041
339,1,20231206,99.922
340,1,20231207,102.462
341,1,20231208,102.0
342,1,20231209,102.0
343,1,20231210,102.0
344,1,20231211,101.565
345,1,20231212,102.1
346,1,20231213,99.682
347,1,20231214,101.145
348,1,20231215,103.117
349,1,20231216,103.117
350,1,20231217,103.117
351,1,20231218,103.752
352,1,20231219,106.374
353,1,20231220,104.31
354,1,20231221,107.247
355,1,20231222,106.125
356,1,20231223,106.125
357,1,20231224,106.125
358,1,20231225,104.141
359,1,20231226,103.822
360,1,20231227,106.789
361,1,20231228,106.811
362,1,20231229,105.37
363,1,20231230,105.37
364,1,20231231,105.37
365,1,20240101,103.376
366,1,20240102,103.265
367,1,20240103,100.226
368,1,20240104,98.321
369,1,20240105,100.646
370,1,20240106,100.646
371,1,20240107,100.646
372,1,20240108,102.694
373,1,20240109,102.548
374,1,20240110,101.883
375,1,20240111,102.023
376,1,20240112,105.667
377,1,20240113,105.667
378,1,20240114,105.667
379,1,20240115,106.362
380,1,20240116,107.867
381,1,20240117,107.593
382,1,20240118,107.745
383,1,20240119,108.845
384,1,20240120,108.845
385,1,20240121,108.845
386,1,20240122,109.105
387,1,20240123,106.054
388,1,20240124,108.144
389,1,20240125,107.2
390,1,20240126,110.649
391,1,20240127,110.649
392,1,20240128,110.649
393,1,20240129,111.844
394,1,20240130,112.019
395,1,20240131,112.813
396,1,20240201,112.686
397,1,20240202,111.92
398,1,20240203,111.92
399,1,20240204,111.92
400,1,20240205,112.324
401,1,20240206,113.871
402,1,20240207,113.134
403,1,20240208,112.135
404,1,20240209,111.593
405,1,20240210,111.593
406,1,20240211,111.593
407,1,20240212,113.242
408,1,20240213,115.766
409,1,20240214,116.453
410,1,20240215,117.527
411,1,20240216,116.476
412,1,20240217,116.476
413,1,20240218,116.476
414,1,20240219,118.066
415,1,20240220,119.102
416,1,20240221,117.893
417,1,20240222,114.791
418,1,20240223,112.747
419,1,20240224,112.747
420,1,20240225,112.747
421,1,20240226,111.672
422,1,20240227,113.674
423,1,20240228,116.379
424,1,20240229,115.67
425,1,20240301,115.02
426,1,20240302,115.02
427,1,20240303,115.02
428,1,20240304,115.529
429,1,20240305,115.608
430,1,20240306,117.28
431,1,20240307,116.418
432,1,20240308,118.134
433,1,20240309,118.134
434,1,20240310,118.134
435,1,20240311,117.769
436,1,20240312,119.336
437,1,20240313,118.91
438,1,20240314,117.876
439,1,20240315,121.316
440,1,20240316,121.316
441,1,20240317,121.316
442,1,20240318,123.315
443,1,20240319,120.062
444,1,20240320,119.317
445,1,20240321,121.533
446,1,20240322,119.412
447,1,20240323,119.412
448,1,20240324,119.412
449,1,20240325,120.852
450,1,20240326,122.122
451,1,20240327,120.902
452,1,20240328,120.946
453,1,20240329,117.215
454,1,20240330,117.215
455,1,20240331,117.215
456,1,20240401,120.386
457,1,20240402,119.888
458,1,20240403,121.393
459,1,20240404,122.571
460,1,20240405,125.129
461,1,20240406,125.129
462,1,20240407,125.129
463,1,20240408,124.378
464,1,20240409,124.82
465,1,20240410,125.929
466,1,20240411,127.64
467,1,20240412,129.914
468,1,20240413,129.914
469,1,20240414,129.914
470,1,20240415,129.049
471,1,20240416,127.828
472,1,20240417,130.5
473,1,20240418,126.578
474,1,20240419,129.622
475,1,20240420,129.622
476,1,20240421,129.622
477,1,20240422,129.099
478,1,20240423,129.155
479,1,20240424,127.898
480,1,20240425,127.869
481,1,20240426,130.371
482,1,20240427,130.371
483,1,20240428,130.371
484,1,20240429,131.944
485,1,20240430,132.985
486,1,20240501,133.229
487,1,20240502,130.407
488,1,20240503,128.821
489,1,20240504,128.821
490,1,20240505,128.821
491,1,20240506,128.222
492,1,20240507,129.166
493,1,20240508,129.366
494,1,20240509,131.339
495,1,20240510,132.338
496,1,20240511,132.338
497,1,20240512,132.338
498,1,20240513,132.512
499,1,20240514,137.102
500,1,20240515,138.006
501,1,20240516,137.181
502,1,20240517,141.077
503,1,20240518,141.077
504,1,20240519,141.077
505,1,20240520,143.688
506,1,20240521,147.674
507,1,20240522,147.502
508,1,20240523,149.736
509,1,20240524,146.548
510,1,20240525,146.548
511,1,20240526,146.548
512,1,20240527,148.345
513,1,20240528,148.068
514,1,20240529,145.132
515,1,20240530,147.453
516,1,20240531,143.523
517,1,20240601,143.523
518,1,20240602,143.523
519,1,20240603,139.477
520,1,20240604,140.305
521,1,20240605,141.578
522,1,20240606,143.71
523,1,20240607,145.381
524,1,20240608,145.381
525,1,20240609,145.381
526,1,20240610,148.674
527,1,20240611,150.31
528,1,20240612,150.087
529,1,20240613,149.996
530,1,20240614,149.436
531,1,20240615,149.436
532,1,20240616,149.436
533,1,20240617,150.173
534,1,20240618,147.776
535,1,20240619,148.606
536,1,20240620,148.488
537,1,20240621,149.176
538,1,20240622,149.176
539,1,20240623,149.176
540,1,20240624,149.874
541,1,20240625,144.436
542,1,20240626,142.556
543,1,20240627,142.395
544,1,20240628,142.348
545,1,20240629,142.348
546,1,20240630,142.348
547,1,20240701,142.973
548,1,20240702,143.693
549,1,20240703,147.033
550,1,20240704,147.796
551,1,20240705,147.176
552,1,20240706,147.176
553,1,20240707,147.176
554,1,20240708,143.719
555,1,20240709,140.84
556,1,20240710,142.042
557,1,20240711,144.372
558,1,20240712,147.782
559,1,20240713,147.782
560,1,20240714,147.782
561,1,20240715,146.021
562,1,20240716,145.428
563,1,20240717,146.029
564,1,20240718,150.587
565,1,20240719,150.922
566,1,20240720,150.922
567,1,20240721,150.922
568,1,20240722,154.509
569,1,20240723,154.98
570,1,20240724,157.738
571,1,20240725,160.246
572,1,20240726,160.725
573,1,20240727,160.725
574,1,20240728,160.725
575,1,20240729,158.345
576,1,20240730,157.785
577,1,20240731,161.388
578,1,20240801,163.594
579,1,20240802,162.612
580,1,20240803,162.612
581,1,20240804,162.612
582,1,20240805,161.858
583,1,20240806,157.737
584,1,20240807,161.233
585,1,20240808,163.457
586,1,20240809,163.203
587,1,20240810,163.203
588,1,20240811,163.203
589,1,20240812,163.775
590,1,20240813,158.524
591,1,20240814,157.446
592,1,20240815,160.676
593,1,20240816,163.122
594,1,20240817,163.122
595,1,20240818,163.122
596,1,20240819,164.013
597,1,20240820,164.059
598,1,20240821,166.101
599,1,20240822,165.483
600,1,20240823,161.434
601,1,20240824,161.434
602,1,20240825,161.434
603,1,20240826,161.5
604,1,20240827,162.557
605,1,20240828,165.376
606,1,20240829,161.884
607,1,20240830,161.666
608,1,20240831,161.666
609,1,20240901,161.666
610,1,20240902,161.564
611,1,20240903,158.976
612,1,20240904,160.218
613,1,20240905,162.094
614,1,20240906,161.468
615,1,20240907,161.468
616,1,20240908,161.468
617,1,20240909,166.526
618,1,20240910,165.812
619,1,20240911,164.784
620,1,20240912,163.691
621,1,20240913,161.77
622,1,20240914,161.77
623,1,20240915,161.77
624,1,20240916,160.494
625,1,20240917,157.122
626,1,20240918,156.749
627,1,20240919,156.963
628,1,20240920,151.667
629,1,20240921,151.667
630,1,20240922,151.667
631,1,20240923,151.511
632,1,20240924,151.683
633,1,20240925,152.93
634,1,20240926,155.77
635,1,20240927,157.837
636,1,20240928,157.837
637,1,20240929,157.837
638,1,20240930,156.447
639,1,20241001,154.797
640,1,20241002,156.22
641,1,20241003,155.016
642,1,20241004,152.238
643,1,20241005,152.238
644,1,20241006,152.238
645,1,20241007,157.736
646,1,20241008,157.08
647,1,20241009,155.682
648,1,20241010,150.641
649,1,20241011,152.64
650,1,20241012,152.64
651,1,20241013,152.64
652,1,20241014,150.454
653,1,20241015,150.594
654,1,20241016,152.857
655,1,20241017,150.704
656,1,20241018,150.959
657,1,20241019,150.959
658,1,20241020,150.959
659,1,20241021,154.485
660,1,20241022,148.869
661,1,20241023,147.134
662,1,20241024,145.211
663,1,20241025,144.876
664,1,20241026,144.876
665,1,20241027,144.876
666,1,20241028,144.845
667,1,20241029,142.612
668,1,20241030,141.283
669,1,20241031,139.715
670,1,20241101,139.05
671,1,20241102,139.05
672,1,20241103,139.05
673,1,20241104,139.575
674,1,20241105,141.551
675,1,20241106,143.863
676,1,20241107,145.345
677,1,20241108,143.512
678,1,20241109,143.512
679,1,20241110,143.512
680,1,20241111,143.577
681,1,20241112,148.762
682,1,20241113,151.1
683,1,20241114,150.177
684,1,20241115,153.816
685,1,20241116,153.816
686,1,20241117,153.816
687,1,20241118,152.998
688,1,20241119,151.541
689,1,20241120,154.789
690,1,20241121,151.826
691,1,20241122,147.543
692,1,20241123,147.543
693,1,20241124,147.543
694,1,20241125,149.7
695,1,20241126,149.837
696,1,20241127,150.198
697,1,20241128,149.459
698,1,20241129,148.999
699,1,20241130,148.999
700,1,20241201,148.999
701,1,20241202,148.05
702,1,20241203,146.734
703,1,20241204,145.967
704,1,20241205,145.135
705,1,20241206,143.404
706,1,20241207,143.404
707,1,20241208,143.404
708,1,20241209,142.303
709,1,20241210,137.032
710,1,20241211,138.508
711,1,20241212,139.388
712,1,20241213,139.28
713,1,20241214,139.28
714,1,20241215,139.28
715,1,20241216,139.845
716,1,20241217,140.489
717,1,20241218,139.034
718,1,20241219,137.993
719,1,20241220,139.156
720,1,20241221,139.156
721,1,20241222,139.156
722,1,20241223,139.659
723,1,20241224,144.009
724,1,20241225,147.58
725,1,20241226,149.719
726,1,20241227,148.083
727,1,20241228,148.083
728,1,20241229,148.083
729,1,20241230,146.903
730,1,20241231,144.768
731,1,20250101,145.448
732,1,20250102,139.541
733,1,20250103,138.651
734,1,20250104,138.651
735,1,20250105,138.651
736,1,20250106,138.082
737,1,20250107,134.994
738,1,20250108,136.677
739,1,20250109,134.41
740,1,20250110,135.017
741,1,20250111,135.017
742,1,20250112,135.017
743,1,20250113,140.722
744,1,20250114,137.392
745,1,20250115,137.155
746,1,20250116,136.385
747,1,20250117,135.222
748,1,20250118,135.222
749,1,20250119,135.222
750,1,20250120,136.832
751,1,20250121,139.171
752,1,20250122,140.851
753,1,20250123,139.393
754,1,20250124,144.552
755,1,20250125,144.552
756,1,20250126,144.552
757,1,20250127,140.786
758,1,20250128,138.676
759,1,20250129,139.098
760,1,20250130,139.354
761,1,20250131,140.444
762,1,20250201,140.444
763,1,20250202,140.444
764,1,20250203,143.843
765,1,20250204,143.656
766,1,20250205,143.973
767,1,20250206,142.761
768,1,20250207,144.092
769,1,20250208,144.092
770,1,20250209,144.092
771,1,20250210,143.476
772,1,20250211,142.861
773,1,20250212,144.097
774,1,20250213,146.406
775,1,20250214,141.63
776,1,20250215,141.63
777,1,20250216,141.63
778,1,20250217,142.467
779,1,20250218,141.961
780,1,20250219,144.05
781,1,20250220,143.582
782,1,20250221,146.456
783,1,20250222,146.456
784,1,20250223,146.456
785,1,20250224,145.043
786,1,20250225,140.263
787,1,20250226,142.546
788,1,20250227,140.814
789,1,20250228,137.547
790,1,20250301,137.547
791,1,20250302,137.547
792,1,20250303,137.649
793,1,20250304,137.224
794,1,20250305,138.987
795,1,20250306,140.917
796,1,20250307,141.19
797,1,20250308,141.19
798,1,20250309,141.19
799,1,20250310,139.387
800,1,20250311,140.057
801,1,20250312,140.474
802,1,20250313,141.743
803,1,20250314,139.954
804,1,20250315,139.954
805,1,20250316,139.954
806,1,20250317,139.183
807,1,20250318,140.316
808,1,20250319,143.011
809,1,20250320,145.155
810,1,20250321,145.406
811,1,20250322,145.406
812,1,20250323,145.406
813,1,20250324,144.416
814,1,20250325,145.363
815,1,20250326,143.056
816,1,20250327,141.374
817,1,20250328,144.646
818,1,20250329,144.646
819,1,20250330,144.646
820,1,20250331,145.591
821,1,20250401,144.905
822,1,20250402,146.78
823,1,20250403,149.687
824,1,20250404,148.763
825,1,20250405,148.763
826,1,20250406,148.763
827,1,20250407,147.884
828,1,20250408,146.732
829,1,20250409,148.927
830,1,20250410,151.176
831,1,20250411,154.394
832,1,20250412,154.394
833,1,20250413,154.394
834,1,20250414,156.807
835,1,20250415,153.046
836,1,20250416,153.768
837,1,20250417,151.404
838,1,20250418,150.315
839,1,20250419,150.315
840,1,20250420,150.315
841,1,20250421,150.775
842,1,20250422,152.74
843,1,20250423,150.775
844,1,20250424,145.593
845,1,20250425,146.06
846,1,20250426,146.06
847,1,20250427,146.06
848,1,20250428,151.925
849,1,20250429,151.539
850,1,20250430,151.721
851,1,20250501,155.853
852,1,20250502,157.311
853,1,20250503,157.311
854,1,20250504,157.311
855,1,20250505,157.901
856,1,20250506,159.027
857,1,20250507,159.703
858,1,20250508,157.053
859,1,20250509,153.971
860,1,20250510,153.971
861,1,20250511,153.971
862,1,20250512,158.406
863,1,20250513,158.922
864,1,20250514,159.24
865,1,20250515,159.104
866,1,20250516,161.048
867,1,20250517,161.048
868,1,20250518,161.048
869,1,20250519,167.261
870,1,20250520,168.659
871,1,20250521,167.256
872,1,20250522,167.005
873,1,20250523,169.771
874,1,20250524,169.771
875,1,20250525,169.771
876,1,20250526,168.372
877,1,20250527,170.609
878,1,20250528,164.755
879,1,20250529,164.269
880,1,20250530,165.899
881,1,20250531,165.899
882,1,20250601,165.899
883,1,20250602,169.143
884,1,20250603,167.151
885,1,20250604,163.467
886,1,20250605,162.909
887,1,20250606,160.24
888,1,20250607,160.24
889,1,20250608,160.24
890,1,20250609,159.962
891,1,20250610,160.026
892,1,20250611,156.94
893,1,20250612,158.912
894,1,20250613,158.617
895,1,20250614,158.617
896,1,20250615,158.617
897,1,20250616,161.267
898,1,20250617,156.885
899,1,20250618,154.57
900,1,20250619,155.845
901,1,20250620,154.055
902,1,20250621,154.055
903,1,20250622,154.055
904,1,20250623,153.752
905,1,20250624,153.83
906,1,20250625,154.272
907,1,20250626,152.781
908,1,20250627,153.2
909,1,20250628,153.2
910,1,20250629,153.2
911,1,20250630,151.478
912,1,20250701,153.086
913,1,20250702,152.899
914,1,20250703,153.331
915,1,20250704,159.318
916,1,20250705,159.318
917,1,20250706,159.318
918,1,20250707,156.752
919,1,20250708,160.095
920,1,20250709,153.789
921,1,20250710,149.071
922,1,20250711,146.371
923,1,20250712,146.371
924,1,20250713,146.371
925,1,20250714,143.859
926,1,20250715,144.37
927,1,20250716,145.07
928,1,20250717,144.588
929,1,20250718,144.335
930,1,20250719,144.335
931,1,20250720,144.335
932,1,20250721,145.55
933,1,20250722,147.442
934,1,20250723,144.582
935,1,20250724,143.869
936,1,20250725,143.791
937,1,20250726,143.791
938,1,20250727,143.791
939,1,20250728,144.91
940,1,20250729,143.303
941,1,20250730,143.183
942,1,20250731,143.319
943,1,20250801,141.876
944,1,20250802,141.876
945,1,20250803,141.876
946,1,20250804,140.397
947,1,20250805,140.675
948,1,20250806,140.47
949,1,20250807,141.595
950,1,20250808,139.429
951,1,20250809,139.429
952,1,20250810,139.429
953,1,20250811,138.765
954,1,20250812,138.357
955,1,20250813,140.115
956,1,20250814,138.209
957,1,20250815,138.765
958,1,20250816,138.765
959,1,20250817,138.765
960,1,20250818,139.36
961,1,20250819,142.871
962,1,20250820,140.784
963,1,20250821,139.466
964,1,20250822,137.575
965,1,20250823,137.575
966,1,20250824,137.575
967,1,20250825,134.198
968,1,20250826,137.817
969,1,20250827,135.319
970,1,20250828,133.73
971,1,20250829,136.436
972,1,20250830,136.436
973,1,20250831,136.436
974,1,20250901,132.916
975,1,20250902,134.49
976,1,20250903,131.707
977,1,20250904,134.236
978,1,20250905,129.934
979,1,20250906,129.934
980,1,20250907,129.934
981,1,20250908,126.581
982,1,20250909,125.61
983,1,20250910,127.504
984,1,20250911,127.509
985,1,20250912,126.931
986,1,20250913,126.931
987,1,20250914,126.931
988,1,20250915,129.557
989,1,20250916,133.81
990,1,20250917,135.226
991,1,20250918,134.03
992,1,20250919,133.256
993,1,20250920,133.256
994,1,20250921,133.256
995,1,20250922,130.747
996,1,20250923,131.01
997,1,20250924,127.873
998,1,20250925,128.995
999,1,20250926,132.94
1000,1,20250927,132.94
1001,1,20250928,132.94
1002,1,20250929,134.437
1003,1,20250930,133.558
1004,1,20251001,134.68
1005,1,20251002,138.021
1006,1,20251003,141.341
1007,1,20251004,141.341
1008,1,20251005,141.341
1009,1,20251006,139.284
1010,1,20251007,140.42
1011,1,20251008,140.157
1012,1,20251009,141.923
1013,1,20251010,142.811
1014,1,20251011,142.811
1015,1,20251012,142.811
1016,1,20251013,137.806
1017,1,20251014,137.156
1018,1,20251015,137.633
1019,1,20251016,134.741
1020,1,20251017,135.983
1021,1,20251018,135.983
1022,1,20251019,135.983
1023,1,20251020,132.942
1024,1,20251021,131.416
1025,1,20251022,134.126
1026,1,20251023,132.415
1027,1,20251024,133.621
1028,1,20251025,133.621
1029,1,20251026,133.621
1030,1,20251027,130.173
1031,1,20251028,134.302
1032,1,20251029,133.756
1033,1,20251030,134.014
1034,1,20251031,134.441
1035,1,20251101,134.441
1036,1,20251102,134.441
1037,1,20251103,135.733
1038,1,20251104,132.708
1039,1,20251105,132.764
1040,1,20251106,131.518
1041,1,20251107,128.251
1042,1,20251108,128.251
1043,1,20251109,128.251
1044,1,20251110,130.214
1045,1,20251111,129.591
1046,1,20251112,130.127
1047,1,20251113,130.543
1048,1,20251114,129.953
1049,1,20251115,129.953
1050,1,20251116,129.953
1051,1,20251117,133.868
1052,1,20251118,133.84
1053,1,20251119,130.779
1054,1,20251120,130.059
1055,1,20251121,131.099
1056,1,20251122,131.099
1057,1,20251123,131.099
1058,1,20251124,132.212
1059,1,20251125,130.121
1060,1,20251126,132.0
1061,1,20251127,128.576
1062,1,20251128,130.847
1063,1,20251129,130.847
1064,1,20251130,130.847
1065,1,20251201,128.323
1066,1,20251202,127.952
1067,1,20251203,130.059
1068,1,20251204,130.357
1069,1,20251205,132.019
1070,1,20251206,132.019
1071,1,20251207,132.019
1072,1,20251208,133.31
1073,1,20251209,135.949
1074,1,20251210,138.183
1075,1,20251211,137.312
1076,1,20251212,138.684
1077,1,20251213,138.684
1078,1,20251214,138.684
1079,1,20251215,135.578
1080,1,20251216,135.528
1081,1,20251217,137.26
1082,1,20251218,137.604
1083,1,20251219,138.595
1084,1,20251220,138.595
1085,1,20251221,138.595
1086,1,20251222,138.221
1087,1,20251223,140.631
1088,1,20251224,140.532
1089,1,20251225,139.621
1090,1,20251226,141.547
1091,1,20251227,141.547
1092,1,20251228,141.547
1093,1,20251229,138.634
1094,1,20251230,139.745
1095,1,20251231,137.63
1096,2,20230102,114.22
1097,2,20230103,113.957
1098,2,20230104,113.262
1099,2,20230105,115.777
1100,2,20230106,116.176
1101,2,20230107,116.176
1102,2,20230108,116.176
1103,2,20230109,118.032
1104,2,20230110,115.461
1105,2,20230111,115.981
1106,2,20230112,117.587
1107,2,20230113,117.791
1108,2,20230114,117.791
1109,2,20230115,117.791
1110,2,20230116,119.732
1111,2,20230117,118.863
1112,2,20230118,121.435
1113,2,20230119,125.683
1114,2,20230120,125.062
1115,2,20230121,125.062
1116,2,20230122,125.062
1117,2,20230123,124.289
1118,2,20230124,127.061
1119,2,20230125,130.135
1120,2,20230126,129.179
1121,2,20230127,128.429
1122,2,20230128,128.429
1123,2,20230129,128.429
1124,2,20230130,127.95
1125,2,20230131,125.434
1126,2,20230201,123.768
1127,2,20230202,121.966
1128,2,20230203,120.622
1129,2,20230204,120.622
1130,2,20230205,120.622
1131,2,20230206,120.62
1132,2,20230207,121.104
1133,2,20230208,123.981
1134,2,20230209,122.186
1135,2,20230210,124.051
1136,2,20230211,124.051
1137,2,20230212,124.051
1138,2,20230213,123.715
1139,2,20230214,123.685
1140,2,20230215,124.999
1141,2,20230216,122.956
1142,2,20230217,123.723
1143,2,20230218,123.723
1144,2,20230219,123.723
1145,2,20230220,124.094
1146,2,20230221,125.073
1147,2,20230222,125.678
1148,2,20230223,130.369
1149,2,20230224,129.187
1150,2,20230225,129.187
1151,2,20230226,129.187
