aum_key,fund_key,date_key,aum_crore,outstanding_units
123,1,20230504,730.14,10000000.0
124,1,20230505,726.48,10000000.0
125,1,20230506,726.48,10000000.0
126,1,20230507,726.48,10000000.0
127,1,20230508,740.72,10000000.0
128,1,20230509,737.8499999999999,10000000.0
129,1,20230510,708.8299999999999,10000000.0
130,1,20230511,712.86,10000000.0
131,1,20230512,708.99,10000000.0
132,1,20230513,708.99,10000000.0
133,1,20230514,708.99,10000000.0
134,1,20230515,706.27,10000000.0
135,1,20230516,711.42,10000000.0
136,1,20230517,710.0,10000000.0
137,1,20230518,712.64,10000000.0
138,1,20230519,691.3800000000001,10000000.0
139,1,20230520,691.3800000000001,10000000.0
140,1,20230521,691.3800000000001,10000000.0
141,1,20230522,681.9499999999999,10000000.0
142,1,20230523,696.6500000000001,10000000.0
143,1,20230524,696.8000000000001,10000000.0
144,1,20230525,679.66,10000000.0
145,1,20230526,669.0699999999999,10000000.0
146,1,20230527,669.0699999999999,10000000.0
147,1,20230528,669.0699999999999,10000000.0
148,1,20230529,659.44,10000000.0
149,1,20230530,660.78,10000000.0
150,1,20230531,656.82,10000000.0
151,1,20230601,650.65,10000000.0
152,1,20230602,651.01,10000000.0
153,1,20230603,651.01,10000000.0
154,1,20230604,651.01,10000000.0
155,1,20230605,656.0,10000000.0
156,1,20230606,653.78,10000000.0
157,1,20230607,648.4699999999999,10000000.0
158,1,20230608,644.6899999999999,10000000.0
159,1,20230609,648.3,10000000.0
160,1,20230610,648.3,10000000.0
161,1,20230611,648.3,10000000.0
162,1,20230612,648.5500000000001,10000000.0
163,1,20230613,656.34,10000000.0
164,1,20230614,645.3499999999999,10000000.0
165,1,20230615,638.17,10000000.0
166,1,20230616,645.89,10000000.0
167,1,20230617,645.89,10000000.0
168,1,20230618,645.89,10000000.0
169,1,20230619,638.44,10000000.0
170,1,20230620,652.01,10000000.0
171,1,20230621,666.08,10000000.0
172,1,20230622,680.3199999999999,10000000.0
173,1,20230623,671.6700000000001,10000000.0
174,1,20230624,671.6700000000001,10000000.0
175,1,20230625,671.6700000000001,10000000.0
176,1,20230626,672.7800000000001,10000000.0
177,1,20230627,668.1399999999999,10000000.0
178,1,20230628,677.73,10000000.0
179,1,20230629,695.4200000000001,10000000.0
180,1,20230630,704.88,10000000.0
181,1,20230701,704.88,10000000.0
182,1,20230702,704.88,10000000.0
183,1,20230703,705.33,10000000.0
184,1,20230704,701.82,10000000.0
185,1,20230705,709.0,10000000.0
186,1,20230706,696.35,10000000.0
187,1,20230707,702.3000000000001,10000000.0
188,1,20230708,702.3000000000001,10000000.0
189,1,20230709,702.3000000000001,10000000.0
190,1,20230710,693.0200000000001,10000000.0
191,1,20230711,699.8199999999999,10000000.0
192,1,20230712,698.48,10000000.0
193,1,20230713,694.76,10000000.0
194,1,20230714,685.8799999999999,10000000.0
195,1,20230715,685.8799999999999,10000000.0
196,1,20230716,685.8799999999999,10000000.0
197,1,20230717,682.55,10000000.0
198,1,20230718,688.58,10000000.0
199,1,20230719,699.71,10000000.0
200,1,20230720,705.5899999999999,10000000.0
201,1,20230721,720.38,10000000.0
202,1,20230722,720.38,10000000.0
203,1,20230723,720.38,10000000.0
204,1,20230724,748.18,10000000.0
205,1,20230725,744.91,10000000.0
206,1,20230726,742.98,10000000.0
207,1,20230727,727.3000000000001,10000000.0
208,1,20230728,740.65,10000000.0
209,1,20230729,740.65,10000000.0
210,1,20230730,740.65,10000000.0
211,1,20230731,755.46,10000000.0
212,1,20230801,746.01,10000000.0
213,1,20230802,753.29,10000000.0
214,1,20230803,767.4200000000001,10000000.0
215,1,20230804,770.41,10000000.0
216,1,20230805,770.41,10000000.0
217,1,20230806,770.41,10000000.0
218,1,20230807,780.5899999999999,10000000.0
219,1,20230808,783.03,10000000.0
220,1,20230809,769.13,10000000.0
221,1,20230810,781.6200000000001,10000000.0
222,1,20230811,797.55,10000000.0
223,1,20230812,797.55,10000000.0
224,1,20230813,797.55,10000000.0
225,1,20230814,806.74,10000000.0
226,1,20230815,795.5899999999999,10000000.0
227,1,20230816,787.02,10000000.0
228,1,20230817,774.0699999999999,10000000.0
229,1,20230818,783.4000000000001,10000000.0
230,1,20230819,783.4000000000001,10000000.0
231,1,20230820,783.4000000000001,10000000.0
232,1,20230821,798.7,10000000.0
233,1,20230822,804.1800000000001,10000000.0
234,1,20230823,815.9300000000001,10000000.0
235,1,20230824,805.72,10000000.0
236,1,20230825,807.89,10000000.0
237,1,20230826,807.89,10000000.0
238,1,20230827,807.89,10000000.0
239,1,20230828,791.6899999999999,10000000.0
240,1,20230829,782.9200000000001,10000000.0
241,1,20230830,793.63,10000000.0
242,1,20230831,791.1700000000001,10000000.0
243,1,20230901,805.92,10000000.0
244,1,20230902,805.92,10000000.0
245,1,20230903,805.92,10000000.0
246,1,20230904,812.83,10000000.0
247,1,20230905,846.58,10000000.0
248,1,20230906,848.19,10000000.0
249,1,20230907,830.72,10000000.0
250,1,20230908,830.71,10000000.0
251,1,20230909,830.71,10000000.0
252,1,20230910,830.71,10000000.0
253,1,20230911,819.13,10000000.0
254,1,20230912,831.55,10000000.0
255,1,20230913,832.49,10000000.0
256,1,20230914,831.19,10000000.0
257,1,20230915,830.06,10000000.0
258,1,20230916,830.06,10000000.0
259,1,20230917,830.06,10000000.0
260,1,20230918,839.6899999999999,10000000.0
261,1,20230919,834.4100000000001,10000000.0
262,1,20230920,844.55,10000000.0
263,1,20230921,858.22,10000000.0
264,1,20230922,854.24,10000000.0
265,1,20230923,854.24,10000000.0
266,1,20230924,854.24,10000000.0
267,1,20230925,842.8,10000000.0
268,1,20230926,836.74,10000000.0
269,1,20230927,846.0699999999999,10000000.0
270,1,20230928,847.67,10000000.0
271,1,20230929,856.11,10000000.0
272,1,20230930,856.11,10000000.0
273,1,20231001,856.11,10000000.0
274,1,20231002,879.1800000000001,10000000.0
275,1,20231003,882.67,10000000.0
276,1,20231004,872.4,10000000.0
277,1,20231005,886.6700000000001,10000000.0
278,1,20231006,887.8,10000000.0
279,1,20231007,887.8,10000000.0
280,1,20231008,887.8,10000000.0
281,1,20231009,899.86,10000000.0
282,1,20231010,914.7,10000000.0
283,1,20231011,902.0,10000000.0
284,1,20231012,921.15,10000000.0
285,1,20231013,934.1200000000001,10000000.0
286,1,20231014,934.1200000000001,10000000.0
287,1,20231015,934.1200000000001,10000000.0
288,1,20231016,926.13,10000000.0
289,1,20231017,930.8199999999999,10000000.0
290,1,20231018,934.88,10000000.0
291,1,20231019,935.68,10000000.0
292,1,20231020,948.39,10000000.0
293,1,20231021,948.39,10000000.0
294,1,20231022,948.39,10000000.0
295,1,20231023,969.31,10000000.0
296,1,20231024,969.9,10000000.0
297,1,20231025,989.75,10000000.0
298,1,20231026,1004.9200000000001,10000000.0
299,1,20231027,1008.92,10000000.0
300,1,20231028,1008.92,10000000.0
301,1,20231029,1008.92,10000000.0
302,1,20231030,1012.09,10000000.0
303,1,20231031,995.1,10000000.0
304,1,20231101,973.1999999999999,10000000.0
305,1,20231102,976.1,10000000.0
306,1,20231103,964.0600000000001,10000000.0
307,1,20231104,964.0600000000001,10000000.0
308,1,20231105,964.0600000000001,10000000.0
309,1,20231106,963.97,10000000.0
310,1,20231107,956.72,10000000.0
311,1,20231108,931.5300000000001,10000000.0
312,1,20231109,936.99,10000000.0
313,1,20231110,931.63,10000000.0
314,1,20231111,931.63,10000000.0
315,1,20231112,931.63,10000000.0
316,1,20231113,933.22,10000000.0
317,1,20231114,921.18,10000000.0
318,1,20231115,917.01,10000000.0
319,1,20231116,938.9300000000001,10000000.0
320,1,20231117,941.2099999999999,10000000.0
321,1,20231118,941.2099999999999,10000000.0
322,1,20231119,941.2099999999999,10000000.0
323,1,20231120,949.44,10000000.0
324,1,20231121,931.82,10000000.0
325,1,20231122,965.68,10000000.0
326,1,20231123,992.8700000000001,10000000.0
327,1,20231124,1013.6700000000001,10000000.0
328,1,20231125,1013.6700000000001,10000000.0
329,1,20231126,1013.6700000000001,10000000.0
330,1,20231127,1026.78,10000000.0
331,1,20231128,1027.53,10000000.0
332,1,20231129,1034.8600000000001,10000000.0
333,1,20231130,1051.65,10000000.0
334,1,20231201,1042.26,10000000.0
335,1,20231202,1042.26,10000000.0
336,1,20231203,1042.26,10000000.0
337,1,20231204,1035.83,10000000.0
338,1,20231205,1010.41,10000000.0
339,1,20231206,999.22,10000000.0
340,1,20231207,1024.6200000000001,10000000.0
341,1,20231208,1020.0,10000000.0
342,1,20231209,1020.0,10000000.0
343,1,20231210,1020.0,10000000.0
344,1,20231211,1015.65,10000000.0
345,1,20231212,1021.0,10000000.0
346,1,20231213,996.82,10000000.0
347,1,20231214,1011.4499999999999,10000000.0
348,1,20231215,1031.17,10000000.0
349,1,20231216,1031.17,10000000.0
350,1,20231217,1031.17,10000000.0
351,1,20231218,1037.52,10000000.0
352,1,20231219,1063.74,10000000.0
353,1,20231220,1043.1,10000000.0
354,1,20231221,1072.47,10000000.0
355,1,20231222,1061.25,10000000.0
356,1,20231223,1061.25,10000000.0
357,1,20231224,1061.25,10000000.0
358,1,20231225,1041.41,10000000.0
359,1,20231226,1038.22,10000000.0
360,1,20231227,1067.89,10000000.0
361,1,20231228,1068.1100000000001,10000000.0
362,1,20231229,1053.7,10000000.0
363,1,20231230,1053.7,10000000.0
364,1,20231231,1053.7,10000000.0
365,1,20240101,1033.76,10000000.0
366,1,20240102,1032.65,10000000.0
367,1,20240103,1002.26,10000000.0
368,1,20240104,983.21,10000000.0
369,1,20240105,1006.46,10000000.0
370,1,20240106,1006.46,10000000.0
371,1,20240107,1006.46,10000000.0
372,1,20240108,1026.94,10000000.0
373,1,20240109,1025.48,10000000.0
374,1,20240110,1018.8299999999999,10000000.0
375,1,20240111,1020.23,10000000.0
376,1,20240112,1056.67,10000000.0
377,1,20240113,1056.67,10000000.0
378,1,20240114,1056.67,10000000.0
379,1,20240115,1063.62,10000000.0
380,1,20240116,1078.67,10000000.0
381,1,20240117,1075.93,10000000.0
382,1,20240118,1077.45,10000000.0
383,1,20240119,1088.45,10000000.0
384,1,20240120,1088.45,10000000.0
385,1,20240121,1088.45,10000000.0
386,1,20240122,1091.05,10000000.0
387,1,20240123,1060.54,10000000.0
388,1,20240124,1081.44,10000000.0
389,1,20240125,1072.0,10000000.0
390,1,20240126,1106.49,10000000.0
391,1,20240127,1106.49,10000000.0
392,1,20240128,1106.49,10000000.0
393,1,20240129,1118.44,10000000.0
394,1,20240130,1120.19,10000000.0
395,1,20240131,1128.13,10000000.0
396,1,20240201,1126.8600000000001,10000000.0
397,1,20240202,1119.2,10000000.0
398,1,20240203,1119.2,10000000.0
399,1,20240204,1119.2,10000000.0
400,1,20240205,1123.24,10000000.0
401,1,20240206,1138.71,10000000.0
402,1,20240207,1131.34,10000000.0
403,1,20240208,1121.3500000000001,10000000.0
404,1,20240209,1115.93,10000000.0
405,1,20240210,1115.93,10000000.0
406,1,20240211,1115.93,10000000.0
407,1,20240212,1132.42,10000000.0
408,1,20240213,1157.66,10000000.0
409,1,20240214,1164.53,10000000.0
410,1,20240215,1175.27,10000000.0
411,1,20240216,1164.76,10000000.0
412,1,20240217,1164.76,10000000.0
413,1,20240218,1164.76,10000000.0
414,1,20240219,1180.66,10000000.0
415,1,20240220,1191.02,10000000.0
416,1,20240221,1178.93,10000000.0
417,1,20240222,1147.9099999999999,10000000.0
418,1,20240223,1127.47,10000000.0
419,1,20240224,1127.47,10000000.0
420,1,20240225,1127.47,10000000.0
421,1,20240226,1116.72,10000000.0
422,1,20240227,1136.74,10000000.0
423,1,20240228,1163.79,10000000.0
424,1,20240229,1156.7,10000000.0
425,1,20240301,1150.2,10000000.0
426,1,20240302,1150.2,10000000.0
427,1,20240303,1150.2,10000000.0
428,1,20240304,1155.29,10000000.0
429,1,20240305,1156.08,10000000.0
430,1,20240306,1172.8,10000000.0
431,1,20240307,1164.18,10000000.0
432,1,20240308,1181.34,10000000.0
433,1,20240309,1181.34,10000000.0
434,1,20240310,1181.34,10000000.0
435,1,20240311,1177.69,10000000.0
436,1,20240312,1193.36,10000000.0
437,1,20240313,1189.1,10000000.0
438,1,20240314,1178.76,10000000.0
439,1,20240315,1213.16,10000000.0
440,1,20240316,1213.16,10000000.0
441,1,20240317,1213.16,10000000.0
442,1,20240318,1233.15,10000000.0
443,1,20240319,1200.62,10000000.0
444,1,20240320,1193.1699999999998,10000000.0
445,1,20240321,1215.33,10000000.0
446,1,20240322,1194.1200000000001,10000000.0
447,1,20240323,1194.1200000000001,10000000.0
448,1,20240324,1194.1200000000001,10000000.0
449,1,20240325,1208.52,10000000.0
450,1,20240326,1221.22,10000000.0
451,1,20240327,1209.02,10000000.0
452,1,20240328,1209.46,10000000.0
453,1,20240329,1172.15,10000000.0
454,1,20240330,1172.15,10000000.0
455,1,20240331,1172.15,10000000.0
456,1,20240401,1203.86,10000000.0
457,1,20240402,1198.88,10000000.0
458,1,20240403,1213.93,10000000.0
459,1,20240404,1225.71,10000000.0
460,1,20240405,1251.29,10000000.0
461,1,20240406,1251.29,10000000.0
462,1,20240407,1251.29,10000000.0
463,1,20240408,1243.78,10000000.0
464,1,20240409,1248.1999999999998,10000000.0
465,1,20240410,1259.29,10000000.0
466,1,20240411,1276.4,10000000.0
467,1,20240412,1299.1399999999999,10000000.0
468,1,20240413,1299.1399999999999,10000000.0
469,1,20240414,1299.1399999999999,10000000.0
470,1,20240415,1290.49,10000000.0
471,1,20240416,1278.28,10000000.0
472,1,20240417,1305.0,10000000.0
473,1,20240418,1265.78,10000000.0
474,1,20240419,1296.2200000000003,10000000.0
475,1,20240420,1296.2200000000003,10000000.0
476,1,20240421,1296.2200000000003,10000000.0
477,1,20240422,1290.9899999999998,10000000.0
478,1,20240423,1291.55,10000000.0
479,1,20240424,1278.98,10000000.0
480,1,20240425,1278.69,10000000.0
481,1,20240426,1303.71,10000000.0
482,1,20240427,1303.71,10000000.0
483,1,20240428,1303.71,10000000.0
484,1,20240429,1319.4399999999998,10000000.0
485,1,20240430,1329.8500000000001,10000000.0
486,1,20240501,1332.2900000000002,10000000.0
487,1,20240502,1304.0700000000002,10000000.0
488,1,20240503,1288.21,10000000.0
489,1,20240504,1288.21,10000000.0
490,1,20240505,1288.21,10000000.0
491,1,20240506,1282.22,10000000.0
492,1,20240507,1291.6599999999999,10000000.0
493,1,20240508,1293.66,10000000.0
494,1,20240509,1313.3899999999999,10000000.0
495,1,20240510,1323.3799999999999,10000000.0
496,1,20240511,1323.3799999999999,10000000.0
497,1,20240512,1323.3799999999999,10000000.0
498,1,20240513,1325.12,10000000.0
499,1,20240514,1371.02,10000000.0
500,1,20240515,1380.06,10000000.0
501,1,20240516,1371.8100000000002,10000000.0
502,1,20240517,1410.77,10000000.0
503,1,20240518,1410.77,10000000.0
504,1,20240519,1410.77,10000000.0
505,1,20240520,1436.8799999999999,10000000.0
506,1,20240521,1476.74,10000000.0
507,1,20240522,1475.02,10000000.0
508,1,20240523,1497.36,10000000.0
509,1,20240524,1465.48,10000000.0
510,1,20240525,1465.48,10000000.0
511,1,20240526,1465.48,10000000.0
512,1,20240527,1483.45,10000000.0
513,1,20240528,1480.68,10000000.0
514,1,20240529,1451.3200000000002,10000000.0
515,1,20240530,1474.53,10000000.0
516,1,20240531,1435.23,10000000.0
517,1,20240601,1435.23,10000000.0
518,1,20240602,1435.23,10000000.0
519,1,20240603,1394.77,10000000.0
520,1,20240604,1403.0500000000002,10000000.0
521,1,20240605,1415.78,10000000.0
522,1,20240606,1437.1000000000001,10000000.0
523,1,20240607,1453.81,10000000.0
524,1,20240608,1453.81,10000000.0
525,1,20240609,1453.81,10000000.0
526,1,20240610,1486.74,10000000.0
527,1,20240611,1503.1,10000000.0
528,1,20240612,1500.87,10000000.0
529,1,20240613,1499.96,10000000.0
530,1,20240614,1494.3600000000001,10000000.0
531,1,20240615,1494.3600000000001,10000000.0
532,1,20240616,1494.3600000000001,10000000.0
533,1,20240617,1501.73,10000000.0
534,1,20240618,1477.7600000000002,10000000.0
535,1,20240619,1486.06,10000000.0
536,1,20240620,1484.88,10000000.0
537,1,20240621,1491.7599999999998,10000000.0
538,1,20240622,1491.7599999999998,10000000.0
539,1,20240623,1491.7599999999998,10000000.0
540,1,20240624,1498.74,10000000.0
541,1,20240625,1444.3600000000001,10000000.0
542,1,20240626,1425.5600000000002,10000000.0
543,1,20240627,1423.95,10000000.0
544,1,20240628,1423.48,10000000.0
545,1,20240629,1423.48,10000000.0
546,1,20240630,1423.48,10000000.0
547,1,20240701,1429.73,10000000.0
548,1,20240702,1436.93,10000000.0
549,1,20240703,1470.33,10000000.0
550,1,20240704,1477.96,10000000.0
551,1,20240705,1471.7599999999998,10000000.0
552,1,20240706,1471.7599999999998,10000000.0
553,1,20240707,1471.7599999999998,10000000.0
554,1,20240708,1437.19,10000000.0
555,1,20240709,1408.4,10000000.0
556,1,20240710,1420.42,10000000.0
557,1,20240711,1443.7200000000003,10000000.0
558,1,20240712,1477.8200000000002,10000000.0
559,1,20240713,1477.8200000000002,10000000.0
560,1,20240714,1477.8200000000002,10000000.0
561,1,20240715,1460.2099999999998,10000000.0
562,1,20240716,1454.28,10000000.0
563,1,20240717,1460.29,10000000.0
564,1,20240718,1505.87,10000000.0
565,1,20240719,1509.22,10000000.0
566,1,20240720,1509.22,10000000.0
567,1,20240721,1509.22,10000000.0
568,1,20240722,1545.09,10000000.0
569,1,20240723,1549.8,10000000.0
570,1,20240724,1577.38,10000000.0
571,1,20240725,1602.46,10000000.0
572,1,20240726,1607.25,10000000.0
573,1,20240727,1607.25,10000000.0
574,1,20240728,1607.25,10000000.0
575,1,20240729,1583.45,10000000.0
576,1,20240730,1577.85,10000000.0
577,1,20240731,1613.88,10000000.0
578,1,20240801,1635.94,10000000.0
579,1,20240802,1626.12,10000000.0
580,1,20240803,1626.12,10000000.0
581,1,20240804,1626.12,10000000.0
582,1,20240805,1618.58,10000000.0
583,1,20240806,1577.37,10000000.0
584,1,20240807,1612.33,10000000.0
585,1,20240808,1634.57,10000000.0
586,1,20240809,1632.03,10000000.0
587,1,20240810,1632.03,10000000.0
588,1,20240811,1632.03,10000000.0
589,1,20240812,1637.75,10000000.0
590,1,20240813,1585.24,10000000.0
591,1,20240814,1574.46,10000000.0
592,1,20240815,1606.7599999999998,10000000.0
593,1,20240816,1631.2200000000003,10000000.0
594,1,20240817,1631.2200000000003,10000000.0
595,1,20240818,1631.2200000000003,10000000.0
596,1,20240819,1640.13,10000000.0
597,1,20240820,1640.59,10000000.0
598,1,20240821,1661.01,10000000.0
599,1,20240822,1654.83,10000000.0
600,1,20240823,1614.34,10000000.0
601,1,20240824,1614.34,10000000.0
602,1,20240825,1614.34,10000000.0
603,1,20240826,1615.0,10000000.0
604,1,20240827,1625.57,10000000.0
605,1,20240828,1653.76,10000000.0
606,1,20240829,1618.84,10000000.0
607,1,20240830,1616.6599999999999,10000000.0
608,1,20240831,1616.6599999999999,10000000.0
609,1,20240901,1616.6599999999999,10000000.0
610,1,20240902,1615.6399999999999,10000000.0
611,1,20240903,1589.76,10000000.0
612,1,20240904,1602.1799999999998,10000000.0
613,1,20240905,1620.94,10000000.0
614,1,20240906,1614.6799999999998,10000000.0
615,1,20240907,1614.6799999999998,10000000.0
616,1,20240908,1614.6799999999998,10000000.0
617,1,20240909,1665.2600000000002,10000000.0
618,1,20240910,1658.1200000000001,10000000.0
619,1,20240911,1647.84,10000000.0
620,1,20240912,1636.91,10000000.0
621,1,20240913,1617.7,10000000.0
622,1,20240914,1617.7,10000000.0
623,1,20240915,1617.7,10000000.0
624,1,20240916,1604.94,10000000.0
625,1,20240917,1571.2200000000003,10000000.0
626,1,20240918,1567.49,10000000.0
627,1,20240919,1569.6299999999999,10000000.0
628,1,20240920,1516.67,10000000.0
629,1,20240921,1516.67,10000000.0
630,1,20240922,1516.67,10000000.0
631,1,20240923,1515.11,10000000.0
632,1,20240924,1516.83,10000000.0
633,1,20240925,1529.3000000000002,10000000.0
634,1,20240926,1557.7,10000000.0
635,1,20240927,1578.37,10000000.0
636,1,20240928,1578.37,10000000.0
637,1,20240929,1578.37,10000000.0
638,1,20240930,1564.47,10000000.0
639,1,20241001,1547.97,10000000.0
640,1,20241002,1562.2,10000000.0
641,1,20241003,1550.1599999999999,10000000.0
642,1,20241004,1522.38,10000000.0
643,1,20241005,1522.38,10000000.0
644,1,20241006,1522.38,10000000.0
645,1,20241007,1577.36,10000000.0
646,1,20241008,1570.8000000000002,10000000.0
647,1,20241009,1556.82,10000000.0
648,1,20241010,1506.4099999999999,10000000.0
649,1,20241011,1526.3999999999999,10000000.0
650,1,20241012,1526.3999999999999,10000000.0
651,1,20241013,1526.3999999999999,10000000.0
652,1,20241014,1504.54,10000000.0
653,1,20241015,1505.94,10000000.0
654,1,20241016,1528.57,10000000.0
655,1,20241017,1507.04,10000000.0
656,1,20241018,1509.5900000000001,10000000.0
657,1,20241019,1509.5900000000001,10000000.0
658,1,20241020,1509.5900000000001,10000000.0
659,1,20241021,1544.8500000000001,10000000.0
660,1,20241022,1488.69,10000000.0
661,1,20241023,1471.34,10000000.0
662,1,20241024,1452.1100000000001,10000000.0
663,1,20241025,1448.76,10000000.0
664,1,20241026,1448.76,10000000.0
665,1,20241027,1448.76,10000000.0
666,1,20241028,1448.45,10000000.0
667,1,20241029,1426.12,10000000.0
668,1,20241030,1412.83,10000000.0
669,1,20241031,1397.15,10000000.0
670,1,20241101,1390.5,10000000.0
671,1,20241102,1390.5,10000000.0
672,1,20241103,1390.5,10000000.0
673,1,20241104,1395.75,10000000.0
674,1,20241105,1415.5099999999998,10000000.0
675,1,20241106,1438.63,10000000.0
676,1,20241107,1453.45,10000000.0
677,1,20241108,1435.12,10000000.0
678,1,20241109,1435.12,10000000.0
679,1,20241110,1435.12,10000000.0
680,1,20241111,1435.77,10000000.0
681,1,20241112,1487.62,10000000.0
682,1,20241113,1511.0,10000000.0
683,1,20241114,1501.77,10000000.0
684,1,20241115,1538.16,10000000.0
685,1,20241116,1538.16,10000000.0
686,1,20241117,1538.16,10000000.0
687,1,20241118,1529.98,10000000.0
688,1,20241119,1515.4099999999999,10000000.0
689,1,20241120,1547.8899999999999,10000000.0
690,1,20241121,1518.26,10000000.0
691,1,20241122,1475.43,10000000.0
692,1,20241123,1475.43,10000000.0
693,1,20241124,1475.43,10000000.0
694,1,20241125,1497.0,10000000.0
695,1,20241126,1498.37,10000000.0
696,1,20241127,1501.98,10000000.0
697,1,20241128,1494.5900000000001,10000000.0
698,1,20241129,1489.99,10000000.0
699,1,20241130,1489.99,10000000.0
700,1,20241201,1489.99,10000000.0
701,1,20241202,1480.5,10000000.0
702,1,20241203,1467.3400000000001,10000000.0
703,1,20241204,1459.67,10000000.0
704,1,20241205,1451.35,10000000.0
705,1,20241206,1434.04,10000000.0
706,1,20241207,1434.04,10000000.0
707,1,20241208,1434.04,10000000.0
708,1,20241209,1423.03,10000000.0
709,1,20241210,1370.3200000000002,10000000.0
710,1,20241211,1385.0800000000002,10000000.0
711,1,20241212,1393.88,10000000.0
712,1,20241213,1392.8,10000000.0
