scheme_code,scheme_name,fund_house,date,nav
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-08-23,41.559
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-08-26,41.016
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-08-27,40.526
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-08-28,40.487
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-08-29,40.703
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-08-30,40.88
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-02,41.399
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-03,41.415
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-04,42.336
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-05,42.177
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-06,43.942
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-09,44.366
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-10,43.808
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-11,43.118
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-12,43.44
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-13,43.303
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-16,43.778
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-17,44.099
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-18,44.06
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-19,43.512
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-20,42.543
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-23,42.268
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-24,42.823
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-25,42.969
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-26,42.182
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-27,42.3
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-09-30,42.554
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-01,42.002
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-02,42.107
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-03,42.153
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-04,41.444
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-07,41.676
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-08,42.036
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-09,42.733
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-10,43.423
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-11,42.543
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-14,41.957
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-15,42.291
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-16,42.627
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-17,42.966
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-18,45.531
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-21,45.932
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-22,46.73
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-23,47.413
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-24,47.888
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-25,47.672
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-28,48.228
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-29,47.681
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-30,47.522
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-10-31,47.186
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-01,47.254
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-04,48.933
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-05,47.591
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-06,48.093
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-07,46.953
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-08,46.631
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-11,47.409
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-12,47.464
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-13,46.712
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-14,46.223
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-15,46.706
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-18,46.206
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-19,46.366
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-20,46.407
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-21,45.964
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-22,47.476
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-25,47.939
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-26,46.514
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-27,46.654
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-28,46.202
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-11-29,46.806
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-02,46.262
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-03,46.192
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-04,46.552
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-05,47.17
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-06,46.338
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-09,46.115
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-10,45.797
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-11,45.36
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-12,46.586
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-13,46.879
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-16,46.01
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-17,46.657
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-18,48.176
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-19,48.938
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-20,47.845
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-23,47.508
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-24,48.429
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-25,47.927
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-26,48.257
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-27,48.831
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-30,48.166
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2024-12-31,48.133
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-01,45.858
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-02,45.168
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-03,45.006
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-06,44.18
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-07,45.284
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-08,44.332
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-09,44.049
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-10,44.145
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-13,45.118
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-14,44.166
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-15,44.952
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-16,44.968
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-17,44.32
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-20,44.637
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-21,44.779
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-22,44.387
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-23,44.442
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-24,44.195
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-27,44.279
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-28,44.73
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-29,45.816
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-30,44.982
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-01-31,46.454
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-03,45.123
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-04,45.029
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-05,45.437
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-06,45.638
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-07,45.223
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-10,45.091
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-11,44.768
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-12,44.383
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-13,44.961
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-14,45.211
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-17,44.753
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-18,45.37
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-19,45.589
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-20,46.157
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-21,46.604
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-24,46.038
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-25,45.662
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-26,46.185
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-27,46.62
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-02-28,46.614
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-03,46.706
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-04,47.619
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-05,47.208
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-06,47.606
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-07,47.472
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-10,47.326
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-11,48.122
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-12,48.732
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-13,49.34
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-14,50.326
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-17,50.352
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-18,50.879
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-19,50.653
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-20,50.91
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-21,50.821
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-24,50.905
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-25,51.372
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-26,50.756
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-27,52.384
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-28,51.61
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-03-31,50.689
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-01,51.587
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-02,52.214
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-03,52.716
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-04,53.226
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-07,53.227
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-08,52.525
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-09,52.596
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-10,52.075
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-11,52.853
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-14,52.747
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-15,52.108
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-16,51.868
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-17,52.2
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-18,51.771
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-21,51.147
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-22,51.344
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-23,51.544
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-24,51.164
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-25,50.813
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-28,51.001
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-29,49.915
MF101,HDFC Large Cap Fund,HDFC Mutual Fund,2025-04-30,48.882
