scheme_code,scheme_name,fund_house,date,nav
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-03-28,71.872
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-03-29,70.975
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-01,71.879
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-02,70.976
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-03,71.067
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-04,70.574
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-05,71.097
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-08,71.468
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-09,72.603
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-10,72.064
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-11,71.787
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-12,70.755
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-15,70.299
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-16,70.713
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-17,71.534
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-18,70.566
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-19,71.507
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-22,72.99
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-23,73.459
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-24,75.571
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-25,74.714
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-26,73.347
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-29,71.43
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-04-30,73.066
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-01,73.801
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-02,73.755
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-03,74.08
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-06,72.854
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-07,75.592
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-08,75.753
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-09,75.893
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-10,76.739
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-13,77.31
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-14,77.586
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-15,76.687
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-16,77.246
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-17,79.474
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-20,81.11
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-21,83.089
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-22,82.471
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-23,81.272
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-24,81.135
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-27,81.219
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-28,82.579
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-29,80.525
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-30,82.411
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-05-31,82.232
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-03,81.724
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-04,80.508
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-05,78.55
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-06,79.542
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-07,79.645
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-10,78.135
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-11,76.647
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-12,76.277
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-13,78.226
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-14,77.938
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-17,76.216
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-18,75.95
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-19,75.655
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-20,72.671
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-21,72.626
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-24,72.389
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-25,73.164
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-26,75.236
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-27,76.534
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-06-28,76.241
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-01,75.001
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-02,77.968
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-03,78.053
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-04,78.085
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-05,78.073
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-08,78.321
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-09,78.167
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-10,77.513
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-11,76.895
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-12,76.872
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-15,76.263
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-16,75.467
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-17,75.603
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-18,75.33
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-19,77.064
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-22,74.074
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-23,75.312
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-24,76.748
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-25,74.413
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-26,74.046
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-29,73.65
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-30,72.125
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-07-31,71.303
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-01,70.139
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-02,72.022
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-05,73.054
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-06,74.476
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-07,75.301
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-08,74.052
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-09,73.486
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-12,74.042
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-13,72.712
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-14,73.508
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-15,73.258
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-16,72.862
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-19,73.658
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-20,74.166
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-21,73.78
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-22,75.089
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-23,73.896
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-26,74.597
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-27,75.279
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-28,74.945
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-29,75.327
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-08-30,73.942
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-02,74.989
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-03,74.796
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-04,74.227
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-05,75.419
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-06,74.641
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-09,73.095
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-10,71.423
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-11,72.089
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-12,70.732
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-13,72.633
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-16,70.414
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-17,72.243
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-18,72.487
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-19,72.396
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-20,71.821
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-23,72.267
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-24,72.241
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-25,73.461
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-26,73.602
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-27,73.782
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-09-30,73.396
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-01,73.348
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-02,73.702
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-03,71.85
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-04,70.425
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-07,71.229
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-08,71.426
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-09,71.244
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-10,71.278
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-11,71.665
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-14,71.101
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-15,70.29
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-16,70.511
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-17,69.497
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-18,69.938
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-21,68.188
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-22,69.263
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-23,69.77
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-24,70.052
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-25,71.107
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-28,72.92
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-29,74.053
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-30,72.05
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-10-31,70.695
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-01,70.049
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-04,70.091
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-05,70.651
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-06,69.9
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-07,70.11
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-08,69.334
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-11,68.715
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-12,67.294
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-13,66.381
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-14,65.062
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-15,64.13
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-18,65.164
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-19,64.256
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-20,66.857
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-21,67.367
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-22,67.567
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-25,66.716
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-26,67.434
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-27,66.868
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-28,67.004
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-11-29,69.641
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-02,69.555
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-03,70.778
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-04,70.05
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-05,70.027
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-06,71.926
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-09,71.267
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-10,73.246
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-11,74.042
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-12,73.435
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-13,74.15
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-16,75.255
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-17,75.975
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-18,74.221
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-19,73.431
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-20,73.173
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-23,73.106
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-24,73.805
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-25,74.017
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-26,72.563
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-27,72.993
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-30,73.679
MF102,SBI Bluechip Fund,SBI Mutual Fund,2024-12-31,74.315
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-01,75.545
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-02,76.511
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-03,77.056
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-06,76.99
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-07,75.11
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-08,75.611
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-09,75.862
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-10,76.187
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-13,74.757
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-14,73.569
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-15,74.755
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-16,74.726
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-17,75.509
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-20,75.556
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-21,75.605
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-22,76.692
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-23,76.116
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-24,76.241
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-27,75.729
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-28,75.252
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-29,74.919
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-30,75.184
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-01-31,74.661
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-03,76.096
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-04,75.097
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-05,74.902
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-06,74.424
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-07,76.072
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-10,76.312
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-11,77.518
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-12,75.825
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-13,76.144
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-14,77.183
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-17,77.293
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-18,78.554
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-19,77.963
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-20,79.644
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-21,82.455
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-24,82.024
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-25,81.494
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-26,83.307
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-27,85.321
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-02-28,84.672
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-03,84.157
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-04,83.818
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-05,82.161
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-06,81.053
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-07,79.858
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-10,78.959
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-11,78.934
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-12,79.227
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-13,81.108
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-14,79.918
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-17,81.123
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-18,80.879
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-19,80.835
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-20,81.674
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-21,80.326
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-24,80.805
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-25,81.023
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-26,81.64
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-27,82.011
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-28,85.105
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-03-31,84.311
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-01,83.659
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-02,82.898
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-03,82.226
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-04,81.46
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-07,82.943
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-08,84.746
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-09,84.04
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-10,83.014
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-11,83.62
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-14,82.947
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-15,83.755
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-16,84.027
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-17,82.154
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-18,84.1
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-21,86.414
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-22,85.64
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-23,85.161
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-24,85.544
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-25,85.991
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-28,86.862
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-29,89.539
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-04-30,89.32
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-01,88.274
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-02,86.484
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-05,85.558
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-06,85.533
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-07,87.884
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-08,87.222
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-09,87.532
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-12,87.528
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-13,89.12
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-14,92.582
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-15,91.866
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-16,91.212
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-19,92.671
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-20,93.642
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-21,96.292
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-22,97.158
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-23,96.655
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-26,97.535
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-27,99.19
