scheme_code,scheme_name,fund_house,date,nav
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-03-14,20.872
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-03-15,20.668
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-03-18,21.261
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-03-19,21.613
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-03-20,21.472
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-03-21,21.893
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-03-22,21.92
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-03-25,22.207
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-03-26,22.373
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-03-27,22.095
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-03-28,21.887
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-03-29,22.233
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-01,22.126
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-02,21.996
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-03,21.688
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-04,21.831
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-05,22.521
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-08,22.168
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-09,22.18
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-10,22.66
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-11,22.637
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-12,22.796
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-15,22.44
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-16,22.589
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-17,22.53
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-18,22.87
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-19,23.286
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-22,24.213
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-23,24.429
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-24,24.554
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-25,24.631
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-26,24.505
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-29,24.635
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-04-30,24.531
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-01,24.598
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-02,25.094
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-03,24.723
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-06,25.154
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-07,25.661
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-08,25.621
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-09,24.823
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-10,24.603
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-13,25.091
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-14,25.088
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-15,24.72
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-16,24.538
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-17,24.854
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-20,25.064
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-21,24.979
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-22,24.847
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-23,24.707
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-24,24.372
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-27,24.975
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-28,24.859
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-29,25.322
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-30,25.912
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-05-31,26.308
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-03,26.144
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-04,26.308
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-05,26.303
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-06,25.954
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-07,26.086
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-10,25.634
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-11,26.1
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-12,25.924
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-13,26.008
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-14,26.124
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-17,26.027
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-18,26.263
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-19,26.082
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-20,26.43
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-21,25.907
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-24,25.961
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-25,26.733
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-26,26.34
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-27,26.079
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-06-28,26.286
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-01,26.362
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-02,26.506
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-03,26.707
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-04,26.968
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-05,27.426
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-08,27.6
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-09,27.506
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-10,27.791
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-11,28.6
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-12,28.549
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-15,28.14
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-16,28.617
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-17,28.571
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-18,27.66
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-19,28.02
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-22,27.801
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-23,27.769
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-24,27.913
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-25,27.999
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-26,28.304
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-29,28.125
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-30,28.348
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-07-31,28.244
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-01,28.564
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-02,28.835
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-05,28.439
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-06,28.912
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-07,28.686
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-08,29.042
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-09,29.208
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-12,30.03
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-13,29.936
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-14,29.785
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-15,29.783
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-16,29.653
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-19,30.017
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-20,29.304
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-21,28.851
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-22,28.398
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-23,28.811
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-26,29.566
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-27,29.526
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-28,29.457
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-29,29.494
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-08-30,30.018
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-02,29.609
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-03,29.722
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-04,30.165
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-05,30.399
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-06,30.492
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-09,30.959
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-10,29.735
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-11,30.045
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-12,29.758
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-13,28.957
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-16,29.186
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-17,29.8
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-18,29.744
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-19,30.178
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-20,30.923
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-23,31.546
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-24,32.338
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-25,32.706
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-26,32.75
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-27,31.979
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-09-30,31.867
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-01,31.473
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-02,32.521
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-03,32.442
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-04,32.509
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-07,32.785
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-08,32.813
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-09,33.665
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-10,33.359
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-11,33.463
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-14,33.099
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-15,32.456
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-16,32.166
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-17,32.155
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-18,31.955
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-21,31.631
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-22,30.977
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-23,30.945
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-24,30.26
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-25,30.613
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-28,30.657
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-29,30.0
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-30,29.867
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-10-31,29.538
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-01,29.686
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-04,30.295
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-05,29.46
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-06,29.517
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-07,29.452
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-08,29.756
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-11,29.858
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-12,29.529
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-13,29.394
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-14,29.05
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-15,29.529
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-18,29.544
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-19,30.405
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-20,30.384
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-21,30.068
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-22,29.399
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-25,28.62
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-26,27.954
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-27,28.072
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-28,28.293
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-11-29,27.635
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-02,28.014
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-03,27.817
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-04,27.884
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-05,28.573
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-06,28.965
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-09,28.855
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-10,28.477
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-11,27.578
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-12,27.288
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-13,27.207
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-16,26.812
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-17,26.765
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-18,26.801
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-19,26.716
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-20,26.462
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-23,26.535
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-24,26.717
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-25,26.288
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-26,26.856
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-27,26.822
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-30,26.835
MF104,Axis Small Cap Fund,Axis Mutual Fund,2024-12-31,27.127
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-01,27.227
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-02,27.625
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-03,27.75
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-06,27.501
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-07,27.656
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-08,27.191
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-09,27.241
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-10,27.233
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-13,27.154
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-14,27.107
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-15,26.357
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-16,26.147
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-17,26.188
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-20,26.256
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-21,25.86
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-22,26.361
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-23,26.026
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-24,26.412
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-27,26.587
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-28,26.336
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-29,27.052
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-30,26.578
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-01-31,26.952
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-03,27.365
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-04,27.097
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-05,27.674
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-06,27.576
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-07,27.701
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-10,27.815
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-11,27.765
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-12,28.11
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-13,28.452
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-14,27.721
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-17,28.275
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-18,27.584
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-19,28.02
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-20,28.503
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-21,28.046
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-24,27.879
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-25,27.426
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-26,27.344
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-27,27.223
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-02-28,27.549
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-03,28.101
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-04,28.701
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-05,28.466
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-06,28.383
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-07,27.68
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-10,27.353
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-11,27.758
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-12,28.444
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-13,27.928
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-14,27.686
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-17,27.681
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-18,27.803
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-19,27.473
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-20,27.654
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-21,27.463
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-24,27.463
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-25,27.694
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-26,27.703
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-27,27.527
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-28,27.488
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-03-31,27.457
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-01,27.31
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-02,27.21
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-03,27.876
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-04,28.117
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-07,27.998
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-08,28.298
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-09,28.162
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-10,28.668
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-11,28.833
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-14,28.793
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-15,28.993
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-16,28.323
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-17,27.854
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-18,27.365
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-21,27.429
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-22,28.157
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-23,29.121
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-24,29.407
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-25,29.635
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-28,28.851
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-29,28.623
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-04-30,28.292
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-05-01,28.035
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-05-02,27.97
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-05-05,27.778
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-05-06,26.971
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-05-07,27.281
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-05-08,26.851
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-05-09,26.953
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-05-12,27.81
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-05-13,27.435
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-05-14,26.418
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-05-15,26.31
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-05-16,26.754
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-05-19,27.557
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-05-20,27.059
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-05-21,27.267
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-05-22,27.082
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-05-23,27.045
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-05-26,28.145
MF104,Axis Small Cap Fund,Axis Mutual Fund,2025-05-27,27.523
